motivos,crec,cred,equ,inic,inv,mkt,no,renta,sueldo,temp
EN COMPRAR UNA  CAMIONETA PARA TRASLADAR EQUIPOS DE AIRES ACONDICIONADOS  MINISPLIT EQUIPOS DE PAQUETE DE AA REFRIGERADORES INDUSTRIALES Y DOMESTICOS E HERRAMIENTAS Y COMPRAR NUEVAS HERRAMIENTAS.,0,0,1,0,0,0,0,0,0,0
Pagar deudas de 2 targetas de credito y cancelarlas Comprar equipos de computo comprar una camioneta de medio uso,0,1,0,0,0,0,0,0,0,0
cambio de mobiliario y adquisiscion para un sistema de control de comandas e inventarios,0,0,0,0,1,0,0,0,0,0
INCORPORACION DE PRODUCTOS NUEVOS Y REABASTECIMIENTO.,0,0,0,0,1,0,0,0,0,0
EN EQUIPO DE SEGURIDAD PARA GENTE DE OBRA. COMO TODO LOS SUMINISTROS. DE CASCOS CHALECOS ARNESES ETC. TODO LO QUE CONLLEVA A SEGURIDAD DEL TRABAJADOR EN LA OBRA.,0,0,1,0,0,0,0,0,0,0
Buen día se hará una inversión en artículos de diferente índole comprando directamente a proveedores en Asia a través de la plataforma Alibabá mismos que pretendemos importar a México y vender localmente y en línea.,0,0,0,0,1,0,0,0,0,0
CAPITAL DE TRABAJO Y COMPRA DE INSUMOS Y GASTOS DE OPERACION,0,0,0,0,1,0,0,0,0,0
ampliar mi variedad de mercancía y mejorar los servicios que proveo a mis clientes,0,0,0,0,1,0,0,0,0,0
en ampliación de instalaciones por la alta demanda de servicio.,0,0,0,0,0,0,0,0,0,1
Pagando mis targetas de crédito arreglar mi camioneta de trabajo e invertir en publicidad ya que hasta ahora he trabajaddo mediante recomendaciones de mis cliente pero nunca he hecho publicidad ya que es muy caro.,0,1,0,0,0,1,0,0,0,0
Inversión en construcción de baños y compra de mobiliario.,0,0,0,0,0,0,0,1,0,0
En la renovación de la flotilla de las unidades y inversión en nuevos productos,0,0,1,0,0,0,0,0,0,0
Material de operación de estilismo y servicios de belleza tintes decolorantes,0,0,1,0,0,0,0,0,0,0
equipo y herramienta para establecer mi taller,0,0,1,0,0,0,0,0,0,0
Compra de Materia prima y Inversión en marketing,0,0,0,0,1,1,0,0,0,0
SE PRETENDE COMPLEMENTAR LA ADQUISISCION DE INSUMOS QUE DEMANDAN LOS PRODUCTO9RES EN ESTA TEMPORADA QUE EXISTE MAYOR DEMANDA,0,0,0,0,0,0,0,0,0,1
necesito ampliar mi volumen de inventario para ofrecer mayor variedad a mis clientes,0,0,0,0,1,0,0,0,0,0
Compra de mercancia y pago de credito con tasa alta,0,1,0,0,1,0,0,0,0,0
PARA INICIAR PROXIMAS OBRAS CON NUEVOS CLIENTES,0,0,0,1,0,0,0,0,0,0
Es para invertir en un proyecto para uno de mis clientes en donde tengo que hacer pagos anticipados a mis proveedores,0,0,0,0,1,0,0,0,0,0
Compra de equipos para nuevos proyectos que están en puerta.,0,0,1,0,0,0,0,0,0,0
COMPRA DE MATERIALES PARA CONSTRUCCION Y ACTIVOS DE OFICINA,0,0,1,0,0,0,0,0,0,0
CAPITAL DE TRABAJO Y COMPRA DE MERCANCIA CON DESCUENTO POR PRONTO PAGO,0,0,0,0,1,0,0,0,0,0
SE OCUPARA PARA PAGO DE PROVEEDORES E INVERSION EN EQUIPO,0,0,0,0,1,0,0,0,0,0
si me aprueban el crédito lo ocuparía para surtir mi negocio para tener mas productos mejor calidad mas frescos y de ahi tener mas ingresos,0,0,0,0,1,0,0,0,0,0
compra de mercancia y un equipo de refrigeracion,0,0,1,0,1,0,0,0,0,0
Comprando mercancía para vender en mi salón,0,0,0,0,1,0,0,0,0,0
Capital de trabajo para un proyecto que tengo con grandes supermercados a nivel nacional ,0,0,0,0,1,0,0,0,0,0
CAPITAL DE TRABAJO MATERIA PRIMA INSUMOS Y ACTIVOS FIJOS,0,0,0,0,1,0,0,0,0,0
GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,0,0,0,0,0,0,1,0,0,0
compra de mayor inventario y mayor diversidad,0,0,0,0,1,0,0,0,0,0
adquisision de nuevas mercancias para ofrecer nuevos productos a nuestros clientes,0,0,0,0,1,0,0,0,0,0
mi negocio es un molino de nixtamal y pienso comprar  una caldera y compra de materia prima como son 10 toneladas de maizcomo ustedes saben el precio del maiz desde mayo del año 2018 a la fecha  a ido en aumento  y por eso quiero invertir en mi negocio para comprar un volumen grande  y de contado,0,0,1,0,0,0,0,0,0,0
CAPITAL DE TRABAJO  REACONDICIONAMIENTO DE MAQUINARIA,0,0,1,0,0,0,0,0,0,0
Material y suministros jonto pagos servicios,0,0,0,0,1,0,0,0,0,0
MANTENIMIENTO  DE LA EMPRESA A MI NOMBRE,1,0,0,0,0,0,0,0,0,0
CAPITAL DE TRABAJO PARA PREPARAME A LA TEMPORADA DE INVIERNO PUESTA EN MARCHA DE MAQUINARIA QUE TENGO INSTALADA PARA PRODUCIR COBERTORES.,0,0,0,0,0,0,0,0,0,1
LAVANDERIA TIPO FRANQUICIA PARA COMPRAR NOW HOW Y LAY OUT,0,0,0,1,0,0,0,0,0,0
"Compra de equipo de oficina, equipo de cómputo ",0,0,0,0,0,0,0,1,0,0
Ampliar instalaciones y adquirir materia prima,0,0,0,0,1,0,0,1,0,0
DESEO ADQUIRIR UN VEHICULO UTILITARIO PARA LA EMPRESA,0,0,1,0,0,0,0,0,0,0
pagar cuentas pendientes generadas por la operacion del negocio,0,1,0,0,0,0,0,0,0,0
Compra en instalación puesta en marcha iniciación de administración y apertura en plaza comercial plaza galerías sur,0,0,0,1,0,0,0,0,0,0
CIRUGÍA MEDICA DE EMERGENCIA HACIA MI PERSONA,0,0,0,0,0,0,1,0,0,0
capital de trabajo 70  y remodelación 30,0,0,0,0,1,0,0,1,0,0
Para pagar una urban de transporte publico,0,0,1,0,0,0,0,0,0,0
PARA INSTALAR UN PROYECTO DE ESTANQUERIA EN CRIA Y EN GORDA DE TILAPIA,0,0,0,1,0,0,0,0,0,0
Remodelación  compra de muebles  y Publicidad tanto tradicional como digital,0,0,0,0,0,1,0,1,0,0
"invertir en nuevas instalaciones, por crecimiento ",1,0,0,0,0,0,0,1,0,0
Capital de trabajo. Recuperación de flujos por cuentas por cobrar,0,1,0,0,0,0,0,0,0,0
para invertir en un negocio de pastelera,0,0,0,1,0,0,0,0,0,0
Adquisicion de Mercancia y promocion de productos con campaña en internet,0,0,0,0,1,1,0,0,0,0
tengo deudas que no me dejan tener una liquidez la necesito para tener ya solo una deuda con un pago fijo y asi ir recuperando mi liquidez e invertir en nuevos proyectos.,0,1,0,0,0,0,0,0,0,0
Adquirir equipo para fotografías y grabación de video profesional,0,0,1,0,0,0,0,0,0,0
  Tecnología de información Capacitación y reclutamiento,0,0,0,0,0,0,0,0,1,0
Lo usaría para comprar y reforzar mi negocio con equupo,0,0,1,0,0,0,0,0,0,0
Crecimiento de la empresa apertura de nuevas plazas.,1,0,0,0,0,0,0,0,0,0
enganche de camioneta para movilidad del material,0,0,1,0,0,0,0,0,0,0
Inversion para el crecimiento de la startup,0,0,0,1,0,0,0,0,0,0
Como Capital de Trabajo de la propia empresa. ,0,0,0,0,1,0,0,0,0,0
remodelación del local y inversión de mercancía,0,0,0,0,1,0,0,1,0,0
Para comprar equipo de trabajo herramientas y poder mantener los trabajadores de la empresa.,0,0,1,0,0,0,0,0,1,0
Mi crédito lo usaría para invertir en compra de mercancía para poder generar mas ganancias y poder tener mas estabilidad actualmente mi negocio me da 5mil pesos al mes de utilidad aproximadamente y me gustaría incrementarlo. Espero ser afortunada. Gracias.,0,0,0,0,1,0,0,0,0,0
Invertir en servicios y marketing para cumplir nuestras proyecciones a corto plazo.,0,0,0,0,0,1,0,0,0,0
ACTUALIZACION EN EQUIPO BIOMEDICO Y COMPUTO,0,0,1,0,0,0,0,0,0,0
"Tengo que hacer renovación de Consepción", 0,0,0,0,0,1,0,0,0
Para ampliar el local y invertir en material para tener más stock,0,0,0,0,1,0,0,1,0,0
adquisición de equipo de seguridad personal para reventa a empresas del ramo de la construcción,0,0,1,0,0,0,0,0,0,0
La compañía www.globalzone.com.mxcuenta con autorización de la SHCP a través de la CNSF para operar como corredor de Seguros y como corredor de Fianzas. El Crédito que está buscando la compañía será destinado a la mercadotecnia a la adquisición de equipo y a la contratación de personal.,0,0,1,0,0,1,0,0,1,0
Actualmente contamos con herramienta para una cuadrilla de trabajo el prestamos lo estoy pidiendo para equipar una segunda cuadrilla debido al incremento de trabajo.,0,0,0,0,0,0,0,0,0,1
Es para un crédito personal para mi y mi familia,0,0,0,0,0,0,1,0,0,0
Pagos a proveedores y gastos generales sobre tierras de terceros que tiene contrato de arrendamiento con mi persona por más de 3 años.,0,0,0,0,1,0,0,1,0,0
para comprar herramienta de trabajo como lo es micrsocopio fuente de poder estacion de calor herramientas,0,0,1,0,0,0,0,0,0,0
Para financiar obras arquitectónicas de clientes,0,1,0,0,0,0,0,0,0,0
Para comprar el Now How y Lay Out del negocio.,0,0,0,1,0,0,0,0,0,0
REQUERIMOS CAPITAL DE TRABAJO PORQUE HEMOS ARRANCADO NUEVOS PROYECTOS Y SE ESTA REQUIRIENDO COMPRAR EQUIPO Y MATERIA PRIMA,0,0,1,0,1,0,0,0,0,0
AMPLIACION DE SERVICIOS DE COMEDOR A EMPRESAS,1,0,0,0,0,0,0,0,0,0
Adquirir maquinaria y equipo materias primas y un automóvil compra de productos y maquinaria para la producción de limpieza y relleno de csrtuchod,0,0,1,0,0,0,0,0,0,0
Capital para proyecto de construcción de albercas,0,0,0,0,1,0,0,0,0,0
Compraria maquinaria. Como revolvedoras de concreto rotomartillos generadores etc...,0,0,1,0,0,0,0,0,0,0
Para hacer compra de refacciones de aire acondicionado,0,0,1,0,0,0,0,0,0,0
Utilizaré el dinero para inventario ya que nuestras ventas están incrementando.,0,0,0,0,1,0,0,0,0,1
Surtir y mejorarlo ampliarlo comprar dos mesas,1,0,0,0,1,0,0,0,0,0
COMPRA DE MERCANCIA Y LIQUIDAR DEUDAS PENDIENTES,0,1,0,0,1,0,0,0,0,0
Inversion para Equipo e inversion para campañas de publicidad en redes sociales,0,0,0,0,0,1,0,0,0,0
Compra de juguetes coleccionables para posicionarme en el mercado como una pequeña empresa,0,0,0,0,1,0,0,0,0,0
Compra de Equipo y materiales Principalmente y crecimiento en la plantilla laboral,0,0,1,0,0,0,0,0,1,0
compra y venta de equipos médicos hospitales y paramedicos,0,0,1,0,0,0,0,0,0,0
compra material para importar y compra de vehiculo utilitario,0,0,1,0,0,0,0,0,0,0
CAPITAL PARA INVERTIR EN NUEVAS COLECCIONES DE TAPIZ EN EL EXTRANJERO ,0,0,0,0,1,0,0,0,0,0
ADQUISICION DE INVENTARIOS INHERENTES AL NEGOCIO ASI COMO EL REACONDICIONAMIENTO DE ALGUNOS EQUIPO DE PROCESAMIENTO Y TRANSPORTACIÓN DE PRODUCTO FINAL ,0,0,0,0,1,0,0,0,0,0
Para comprar equipo de computo abrir portal web y comenzar a gestionar las redes sociales de manera profesional,0,0,0,0,0,1,0,0,0,0
PARA COMPRAN EQUIPO DE COMPUTO Y PAPELERIA,0,0,0,0,0,0,0,1,0,0
Re invertir en materiales de manufacturacion,0,0,1,0,0,0,0,0,0,0
Para hacerlo crecer comprar útileria modernizar mobiliario y dar un mejor servicio a mis clientes,0,0,0,0,0,0,0,1,0,0
PARA PAGO DE PASIVOS QUE TIENE CON ALGUNOS PROVEEDORES ,0,1,0,0,0,0,0,0,0,0
Inversión en equipo de transporte y herramientas,0,0,1,0,0,0,0,0,0,0
Para dar credito a nuestros clientes en sus proyectos ya que ellos no pagas de 60 a 120 dias,0,1,0,0,0,0,0,0,0,0
Compra de equipo de grabado láser y lanzamiento de una linea de joyería. ,0,0,1,1,0,0,0,0,0,0
instalaciones renta y equipamiento de oficina propia,0,0,0,0,0,0,0,1,0,0
PARA LA ADQUISICION DE MERCANCIAS PARA SU VENTA,0,0,0,0,1,0,0,0,0,0
Para invercion de almacen y apertura de una nueva minisicursal de ventas al menudeo,0,0,0,0,1,0,0,0,0,0
Inversión para productos cosméticos de venta.,0,0,0,0,1,0,0,0,0,0
Lo requerimos para utilizarlo como capital de trabajo en insumos y equipo que requerimos para la realización de los procesos que realizamos.,0,0,1,0,1,0,0,0,0,0
Actualmente me dedico a la venta de abrasivos y para eso requiero el préstamo para invertir mas en mi negocio y obtener mejores descuentos al comprar en mayor cantidad,0,0,0,0,1,0,0,0,0,0
"Construcción de ampliación, adquisición de mobiliario para la misma",0,0,0,0,0,0,0,1,0,0
Invertir en más productos y actualizar los puntos de venta asi como una mejora en la imagen,0,0,0,0,1,1,0,0,0,0
PARA FINANCIAR PROYECTOS CON CLIENTES PORQUE NOS PAGAN A 60 90 Y 120 DIAS,0,1,0,0,0,0,0,0,0,0
Para inversion en trabajos que tengo autorizados y por falta de presupuesto para compra de material no se ha podido realizar los trabajos,0,0,0,0,1,0,0,0,0,0
"capital de trabajo, expansion de oficinas",0,0,0,0,1,0,0,1,0,0
Para poder seguir creciendo ya que me ofrecen mucho trabajo pero requiero capital de inversion y me pagan conforme a avances o de acuerdo a avances,0,0,0,0,1,0,0,0,0,0
Compra de una retroexcavadora y repotenciar mis vehículos,0,0,1,0,0,0,0,0,0,0
Compra de insumos y maquinaria de produccion,0,0,1,0,1,0,0,0,0,0
PARA PAGO A PROVEEDORES Y COMPRA DE MATERIAL Y EQUIPO PARA EL DESARROLLO DE MI NEGOCIO,0,0,1,0,1,0,0,0,0,0
Remodelación de hogar para seguridad de la misma,0,0,0,0,0,0,0,1,0,0
Inversión en mobiliario e incremento de stock de mercancía,0,0,0,0,1,0,0,1,0,0
INVERSIÓN  Y  CRECIMIENTO  DE LA  EMPRESA,1,0,0,0,0,0,0,0,0,0
"CAPITAL DE TRABAJO, ADQUISICIÓN DE NUEVAS AMBULANCIAS PARA AMPLIAR NUESTRO SERVICIO",0,0,1,0,0,0,0,0,0,0
Compra de moviliario para oficina y mantenimiento,0,0,0,0,0,0,0,1,0,0
Capital de trabajo y expansión por nuevos proyectos,0,0,0,0,1,0,0,0,0,0
ADQUISICIÓN DE MOBILIARIO Y EQUIPO DE COMPUTO PARA INCREMENTAR EFICIENCIA.,0,0,0,0,0,0,0,1,0,0
Aumentar la variedad de ropa americana y tener mas variedad en ventas,0,0,0,0,1,0,0,0,0,0
renovacion de equipamienyo y equipo de computo,0,0,1,0,0,0,0,1,0,0
ADQUISICION DE EQUIPO DE IMPRESION Y MATERIA PRIMA,0,0,1,0,1,0,0,0,0,0
Lo planeamos usar para adquirir un mayor sotck en mercancias y de este modo bajar nuestros costos en los productos y elevar la utilidad,0,0,0,0,1,0,0,0,0,0
Usaré mi crédito para pagar algunas deudas,0,1,0,0,0,0,0,0,0,0
Mantenimiento vehiculo reparacion llantas  ya que es mi trabajo con el cual genero   ganancias y requiero mantenimiento  y llantas nuevas aceite filtros,0,0,1,0,0,0,0,0,0,0
Adquisición de equipo profesional de grabación,0,0,1,0,0,0,0,0,0,0
Compra de 4 van para servicio de traslado de personal y capital de trabajo por captacion de 2 clientes nuevos,0,0,1,0,0,0,0,0,0,0
En aperturar 5 sucursales en la ciudad de México para la distribución local de sobres y paquetes de manera exprés,1,0,0,0,0,0,0,0,0,0
LO UTILIZARE PARA COMPRAR PRODUCTO PARA LA VENTA A LA INDUSTRIA HERRAMIENTA PARA OFRECER SERVICIOS PARA MANTENIMIENTO DE EQUIPOS,0,0,0,0,1,0,0,0,0,0
Ocupo un equipo de transporte y mas infraestructura . Para ofrecer un mejor servicio.,0,0,1,0,0,0,0,0,0,0
Instalacion de un molino compra de equipo para encapsulacion y tableteado y materia prima,0,0,1,0,1,0,0,0,0,0
Capital de trabajo y mantenimiento de dos sucursales,1,0,0,0,1,0,0,0,0,0
Comprar mejores behiculos inbertir ennbodegas y ofisinas para mejorar el negocio y mas publisidad,0,0,1,0,0,1,0,0,0,0
Para reparación de un auto de mi flotilla,0,0,1,0,0,0,0,0,0,0
Inversiones y compra de maquinaria y equipo de oficina,0,0,1,0,0,0,0,0,0,0
Lo usare para comprar máquinas y accesorios de trabajo al igual que materia prima,0,0,1,0,0,0,0,0,0,0
comprando inventario ya que al ser comercialización nos es conveniente tener un inventario para suplir la demanda,0,0,0,0,1,0,0,0,0,0
"Para comprar materiales para recubrir una olla de agua; geomembrana, geotextil, tubería y mano de obra",0,0,1,0,0,0,0,0,0,0
Lo quiero para poder agrandar mi negocio y poner otro negocio más,1,0,0,0,0,0,0,0,0,0
Poner un negocio para dar servicios de mecánica automotriz en general multimarcas,0,0,0,1,0,0,0,0,0,0
Compra de nueva maquinaria lavadoras secadora planchas industriales mesas de trabajo.,0,0,1,0,0,0,0,0,0,0
Para ejecutar un proyecto con un cliente que paga en un plazo de 60 días,0,0,0,0,0,0,0,0,0,1
para medicamentos y arreglar un baño de niño,0,0,0,0,0,0,1,0,0,0
Compra de material para elaboración de uniformes y bolsas ecologicas.,0,0,0,0,1,0,0,0,0,0
Para onsumos de lamoficina y acrecentar ventas mediante acceso a tecnplgia para el servico a los.clientes,0,0,0,0,0,0,0,1,0,0
Se planea invertir en la empresa para surtir el volumen de compras solicitado por las diferentes entidades gubernamentales,0,0,0,0,1,0,0,0,0,0
Invertir en equipo infraestructura y productos.,0,0,1,0,0,0,0,0,0,0
voy a expandir mi negocio y a comprar equipos de computo,1,0,1,0,0,0,0,0,0,0
Quiero renovar unas cosas y unificar unas deudas,0,1,0,0,0,0,0,0,0,0
INVERSION VEHICULOS Y TECNOLOGIA RECIENTE ,0,0,1,0,0,0,0,0,0,0
COMPRA DE MERCANCIA E INSUMOS NECESARIOS PARA CAPACITACIONES Y CURSOS,0,0,1,0,0,0,0,0,0,0
Hola en la remodelación de mi negocioparaMejorar el servicio a los comensales así como para el pago de deudas que tengo pendientes,0,1,0,0,0,0,0,0,0,0
Para comprar una parrilla mas amplia unas 2 mesas mas y unas sillas y unas ollitas,0,0,1,0,0,0,0,0,0,0
Necesito un préstamo yo Crédito para iniciar un punto de ventas de celulares así mismo ofrecer mis servicios técnicos de reparación y mantenimiento de los mismosdesbloqueo y accesorios en general también ofrecer  para computadoras ya que soy técnico en reparación de los antes mencionados.,0,0,0,1,0,0,0,0,0,0
Adquirir equipo para minar activos así como expandir mi red eléctrica y soportar la carga del nuevo equipo.,0,0,1,0,0,0,0,0,0,0
Lo invertire para seguir comprando mercancía y seguir creciendo con mi pequeño negocio,0,0,0,0,1,0,0,0,0,0
"Posible reestructuración de crédito bancario, compra de maquinaria y equipo, desarrollo de nuevos productos.",0,1,1,0,0,0,0,0,0,0
Para la adquisición de bienes materiales para incrementar las ganancias del mismo y cubrir las necesidades y solventar los pagos para el crédito solicitado,0,0,1,0,0,0,0,0,0,0
En compra de 2 máquinas de corte que es cierra cinta cantadora y cepillo eléctrico así como material para hacer muebles y tenerlos en stock para venta al publico,0,0,1,0,0,0,0,0,0,0
Comprar equipo de cómputo y pago de pasivos,0,0,1,0,0,0,0,0,0,0
Para poner una sucursal más de Silverado,1,0,0,0,0,0,0,0,0,0
Para comprar de equipos imprecisiones computo muebles de oficina.,0,0,0,0,0,0,0,1,0,0
pago de deudas y capital de trabajo pago de empleados,0,1,0,0,0,0,0,0,1,0
Para poder impulsar mi negocio y salir adelante,1,0,0,0,0,0,0,0,0,0
El negocio requiere de contar con inventario de refacciones  se da mantenimiento en el ramo automotriz a flotillas de empresas y particulares,0,0,0,0,1,0,0,0,0,0
Para el aumentar produccion y distribucion del producto a gran escala.,0,0,0,0,1,0,0,0,0,0
Mercancía nueva y publicidad el plan es obtener activos para que el personal y el negocio funcionen sin mi y pueda pagar el préstamo en cuanto antes haciendo muy poco,0,0,0,0,1,1,0,0,0,0
Comprar franquicia y remodelación de local,0,0,0,1,0,0,0,1,0,0
Para pagar a un desarrollador de software que complemente aspectos técnicos.,0,0,0,0,0,0,0,0,1,0
Compra de materia prima y compra de un deshidratador para secar fresa,0,0,1,0,1,0,0,0,0,0
SURTIR DE MERCANCIA Y HASER MODIFICACIONES AMI CARRETA,0,0,0,0,1,0,0,0,0,0
Quiero poder comprar mayor cantidad de insumos para incrementar mi venta.,0,0,0,0,1,0,0,0,0,0
Compra de equipo de elevación plataforma  de tijera costo y un remolque,0,0,1,0,0,0,0,0,0,0
Compra de inventario para venta tanto en refacciones como producto para la venta la entrega es en 10 dias y se desplaza en 2025 dias,0,0,0,0,1,0,0,0,0,0
Compra de mercancía y publicidad además de renta de insumos,0,0,0,0,1,0,0,0,0,0
Para reducir dueda y el resto inyectarle al negocio actualmente.,0,1,0,0,0,0,0,0,0,0
Para comprar producto para inovar en lo que se esta ofreciendo nuevo y generar mayor ganancia,0,0,0,0,1,0,0,0,0,0
Quiero emprender una tortillería para lo cual necesito la inversión principal,0,0,0,1,0,0,0,0,0,0
Compras de mercancía para la venta y generar más ingresos,0,0,0,0,1,0,0,0,0,0
Aparte de trabajar en montacargas abri un pequeño negocio de comida y quiero terminar de invertir para seguir con el y tener mas entrada de dinero,0,0,0,1,0,0,0,0,0,0
PARA INCREMENTAR LA CAPACIDAD ECONÓMICA DE LA EMPRESA Y ATRAER UNA MAYOR CARTERA DE CLIENTES,1,0,0,0,0,0,0,0,0,0
"Capital de trabajo, para crecimiento de la empresa ",0,0,0,0,1,0,0,0,0,0
compras de material de aluminio y vidrio para fabricar ventanas de aluminio,0,0,0,0,1,0,0,0,0,0
Voy a un vertir en un terreno y a ampliar y remodelar un inmueble para su venta.,0,0,0,0,0,0,0,1,0,0
Para invertirlo en un negocio de articulos para el hogar,0,0,0,0,1,0,0,0,0,0
Para pagar tarjeta de credito y tener solvencia economica,0,1,0,0,0,0,0,0,0,0
Remodelacion y ampliación de nogocio y su crecimiento,1,0,0,0,0,0,0,0,0,0
Necesito comprar equipo para mi restaurante y abrir una segunda sucursal,1,0,1,0,0,0,0,0,0,0
Para hacer remodelaciones en el establecimiento y compra de mercancias.,0,0,0,0,1,0,0,1,0,0
Compra de mobiliario electrónicos computo,0,0,1,0,0,0,0,0,0,0
Capital de trabajo y manejo de las dos sucursales actuales en funcionamiento,1,0,0,0,1,0,0,0,0,0
Lo usare para acabar de pagar la casa donde tengo el negocio y comprar materia prima y,0,0,0,0,0,0,1,0,0,0
Inversión en crecimiento de mini súper y negocios establecidos en la masa y la tortilla,1,0,0,0,0,0,0,0,0,0
Pagar tarjetas de crédito Banorte pago de gastos en boda y vivienda,0,1,0,0,0,0,0,0,0,0
Compra de mobiliario y lap tops proyectores impresoras a color,0,0,1,0,0,0,0,1,0,0
Lo utilisaria Surtiendome de material  y variado para ofrece lo,0,0,0,0,1,0,0,0,0,0
Para invertir en materiales y inmobiliario para oficina,0,0,0,0,1,0,0,1,0,0
Comprar equipo para maquinar fixturas gages y automatizaciones de areas de produccion,0,0,1,0,0,0,0,0,0,0
requiero de liquidez para pagar deudas de tarjetas y otras cuentas personales y no afectar mi historial crediticio cuento con una propiedad que puedo hipotecar.,0,1,0,0,0,0,0,0,0,0
Para maquinaria e inversión de materiales,0,0,1,0,0,0,0,0,0,0
